"iso","country","sex","age","agegroup","educ","edugroup","edu.complete","freqgroup","pref_type","thc_avg","thc_label","cast_tot","highrisk","cw_tot_flowers","cw_tot_resin","total_flower","total_resin","total_cannabis","total_cannabis_useday","total_thc","thc_units_total","thc_units_useday","resp_total","resp_sexage","resp_sexageedu"
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"20-28",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,"flower",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",26,"25-34",NA,NA,FALSE,"29-30","flower",0.275,"25-29.9%",11,"high",90,9,64.2750015258789,NA,64.2750015258789,2.14285719372825,17.676,3535.2,117.859643273879,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"29-30",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",24,"18-24",2,"mid",TRUE,"29-30","flower",0.125,"10-14.9%",10,"high",29.995,NA,7.09999990463257,NA,7.09999990463257,0.236666663487752,0.887,177.4,5.91333333333333,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",20,"18-24",NA,NA,FALSE,"10-19","flower",0.225,"20-24.9%",5,"low",12,NA,4.66666698455811,NA,4.66666698455811,0.388888915379842,1.05,210,17.5,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"10-19","flower",NA,"unknown",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",19,"18-24",NA,NA,FALSE,"20-28","flower",0.125,"10-14.9%",6,"low",8,1,3.66666674613953,NA,3.66666674613953,0.146666669845581,0.458,91.6,3.664,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"29-30","flower",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"10-19","flower",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"20-28",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"20-28",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"10-19","other",0.025,"0-4.9%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",20,"18-24",NA,NA,FALSE,"1-9","flower",0.225,"20-24.9%",4,"low",0.5,NA,0.466666668653488,NA,0.466666668653488,0.155555556217829,0.105,21,7,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","women",18,"18-24",NA,NA,FALSE,"1-9","other",0.175,"15-19.9%",6,"low",NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"29-30",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",20,"18-24",2,"mid",TRUE,"20-28","flower",0.125,"10-14.9%",15,"high",NA,NA,0.0825000032782555,NA,0.0825000032782555,0.00317307704916367,0.01,2,0.0769230769230769,925,925,34
"CZ","Czechia","men",27,"25-34",NA,NA,FALSE,"20-28","flower",NA,"unknown",10,"high",8,NA,4,NA,4,0.2,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",18,"18-24",NA,NA,FALSE,"1-9","flower",0.3,"30%+",3,"low",8,NA,2.33333349227905,NA,2.33333349227905,0.466666698455811,0.7,140,28,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9","other",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"20-28",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"29-30",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","women",18,"18-24",NA,NA,FALSE,"29-30","flower",0.175,"15-19.9%",8,"high",60,NA,11.9980001449585,NA,11.9980001449585,0.400000004832755,2.1,420,14.002333722287,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",18,"18-24",NA,NA,FALSE,"10-19","other",NA,"unknown",6,"low",1,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","women",18,"18-24",NA,NA,FALSE,"29-30","flower",0.175,"15-19.9%",7,"high",17,1,7.71300029754639,NA,7.71300029754639,0.257142867062723,1.35,270,9.00150025004167,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"10-19",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",24,"18-24",NA,NA,FALSE,"1-9","flower",0.225,"20-24.9%",9,"high",2,NA,0.42849999666214,NA,0.42849999666214,0.0499999996105181,0.096,19.2,2.24037339556593,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","women",20,"18-24",NA,NA,FALSE,"1-9","flower",NA,"unknown",9,"high",NA,NA,4.25,NA,4.25,0.708333333333333,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"29-30",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"29-30","flower",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","women",22,"18-24",NA,NA,FALSE,NA,"flower",0.275,"25-29.9%",3,"low",1.5,NA,1.28550004959106,NA,1.28550004959106,NA,0.354,70.8,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9","flower",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9","flower",NA,"unknown",NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",18,"18-24",NA,NA,FALSE,NA,"flower",NA,"unknown",7,"high",2,NA,2.14249992370605,NA,2.14249992370605,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"20-28",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",24,"18-24",NA,NA,FALSE,"29-30","other",0.3,"30%+",7,"high",20,5,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",23,"18-24",NA,NA,FALSE,"20-28","flower",0.175,"15-19.9%",7,"high",NA,NA,54.4000015258789,NA,54.4000015258789,2.72000007629395,9.52,1904,95.2,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"29-30",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",24,"18-24",NA,NA,FALSE,"1-9","flower",0.175,"15-19.9%",5,"low",2.1425,NA,0.267812490463257,NA,0.267812490463257,0.062499997774389,0.047,9.4,2.19369894982497,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"29-30",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",18,"18-24",NA,NA,FALSE,"20-28","flower",0.075,"5-9.9%",8,"high",NA,NA,3.75,NA,3.75,0.1875,0.281,56.2,2.81,925,925,34
"CZ","Czechia","men",20,"18-24",NA,NA,FALSE,"10-19","flower",0.175,"15-19.9%",15,"high",NA,NA,58.5000038146973,NA,58.5000038146973,3.44117669498219,10.238,2047.6,120.447058823529,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"29-30",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",19,"18-24",NA,NA,FALSE,NA,"flower",0.125,"10-14.9%",1,"low",1.5,NA,0.964125037193298,NA,0.964125037193298,NA,0.121,24.2,NA,925,925,34
"CZ","Czechia","men",18,"18-24",2,"mid",TRUE,"10-19","flower",0.3,"30%+",9,"high",15,1,9.82499980926514,NA,9.82499980926514,0.982499980926514,2.947,589.4,58.94,925,925,34
"CZ","Czechia","men",20,"18-24",NA,NA,FALSE,"29-30","flower",0.225,"20-24.9%",13,"high",NA,NA,33.7443733215332,NA,33.7443733215332,1.12499994404178,7.592,1518.4,50.6217702950492,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","women",22,"18-24",4,"high",TRUE,"20-28","other",0.125,"10-14.9%",12,"high",60,30,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",24,"18-24",2,"mid",TRUE,"10-19","flower",0.125,"10-14.9%",7,"high",64.275,NA,2,NA,2,0.2,0.25,50,5,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"10-19","flower",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"10-19","other",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",20,"18-24",NA,NA,FALSE,"1-9","other",NA,"unknown",9,"high",NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","women",22,"18-24",NA,NA,FALSE,NA,"flower",0.225,"20-24.9%",1,"low",3,NA,3.21375012397766,NA,3.21375012397766,NA,0.723,144.6,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9","flower",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",31,"25-34",NA,NA,FALSE,"1-9","flower",0.125,"10-14.9%",7,"high",NA,NA,2.25,NA,2.25,0.75,0.281,56.2,18.7333333333333,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",21,"18-24",NA,NA,FALSE,"1-9","flower",0.175,"15-19.9%",1,"low",1.5,NA,0.416666686534882,NA,0.416666686534882,0.208333343267441,0.073,14.6,7.3,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"20-28",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",18,"18-24",NA,NA,FALSE,NA,"other",0.225,"20-24.9%",4,"low",4,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",20,"18-24",NA,NA,FALSE,"20-28","flower",0.175,"15-19.9%",8,"high",30,NA,15.3333339691162,NA,15.3333339691162,0.547619070325579,2.683,536.6,19.1642857142857,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"10-19","other",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",29,"25-34",NA,NA,FALSE,"29-30","flower",NA,"unknown",6,"low",100,2,27,NA,27,0.9,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"29-30","flower",NA,"unknown",NA,NA,NA,NA,29.9950008392334,NA,29.9950008392334,1.00000002797911,NA,NA,NA,925,925,34
"CZ","Czechia","men",20,"18-24",NA,NA,FALSE,"20-28","flower",0.125,"10-14.9%",11,"high",17.14,2.1425,16.5,NA,16.5,0.825,2.062,412.4,20.62,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"29-30",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",20,"18-24",2,"mid",TRUE,"10-19","flower",0.125,"10-14.9%",5,"low",2.1425,NA,1.71399998664856,NA,1.71399998664856,0.133333332294715,0.214,42.8,3.32944379618825,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9","flower",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"29-30","flower",NA,"unknown",NA,NA,25,NA,33.4230003356934,NA,33.4230003356934,1.11428572547736,NA,NA,NA,925,925,34
"CZ","Czechia","men",18,"18-24",NA,NA,FALSE,"1-9","flower",0.225,"20-24.9%",6,"low",5,NA,3.74937510490417,NA,3.74937510490417,0.437500012240861,0.844,168.8,19.6966161026838,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","women",19,"18-24",3,"high",TRUE,"1-9","flower",NA,"unknown",3,"low",0.857,NA,0.257100015878677,NA,0.257100015878677,0.0300000018528212,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9","flower",NA,"unknown",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",21,"18-24",NA,NA,FALSE,"29-30","flower",0.175,"15-19.9%",7,"high",42.85,NA,1.80000007152557,NA,1.80000007152557,0.0620689679836405,0.315,63,2.17241379310345,925,925,34
"CZ","Czechia","women",23,"18-24",NA,NA,FALSE,"20-28","flower",NA,"unknown",14,"high",NA,NA,9.42700004577637,NA,9.42700004577637,0.440000002136587,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",33,"25-34",NA,NA,FALSE,"29-30","flower",0.125,"10-14.9%",8,"high",33,4.8753,54.4000015258789,NA,54.4000015258789,1.81333338419596,6.8,1360,45.3333333333333,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"29-30","flower",NA,"unknown",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"20-28","flower",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"29-30","flower",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9","flower",NA,"unknown",NA,NA,NA,NA,0.0400000028312206,NA,0.0400000028312206,0.0200000014156103,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",18,"18-24",1,"low",TRUE,"20-28","flower",0.175,"15-19.9%",9,"high",6,NA,34.7084999084473,NA,34.7084999084473,1.34999999643902,6.074,1214.8,47.2500972384286,925,925,34
"CZ","Czechia","men",20,"18-24",NA,NA,FALSE,"10-19","other",0.3,"30%+",6,"low",6.4275,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",25,"25-34",NA,NA,FALSE,"29-30","flower",0.125,"10-14.9%",8,"high",30,NA,21.210750579834,NA,21.210750579834,0.707142876473878,2.651,530.2,17.6762793798967,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"20-28",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",23,"18-24",NA,NA,FALSE,"10-19","other",0.3,"30%+",8,"high",NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","women",21,"18-24",NA,NA,FALSE,"29-30","flower",NA,"unknown",10,"high",45,6,8.71283340454102,NA,8.71283340454102,0.290476192850176,NA,NA,NA,925,925,34
"CZ","Czechia","men",19,"18-24",3,"high",TRUE,NA,"flower",0.175,"15-19.9%",0,"low",0.5,NA,0.85699999332428,NA,0.85699999332428,NA,0.15,30,NA,925,925,34
"CZ","Czechia","men",24,"18-24",NA,NA,FALSE,"20-28","flower",NA,"unknown",11,"high",NA,NA,6.20000028610229,NA,6.20000028610229,0.248000011444092,NA,NA,NA,925,925,34
"CZ","Czechia","women",20,"18-24",NA,NA,FALSE,"29-30","flower",0.075,"5-9.9%",12,"high",900,30,34.2799987792969,NA,34.2799987792969,1.14285710216026,2.571,514.2,17.1428571428571,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"20-28","other",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
"CZ","Czechia","men",18,"18-24",NA,NA,FALSE,"1-9","flower",NA,"unknown",1,"low",2.3,NA,0.5,NA,0.5,0.25,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9","flower",NA,"unknown",NA,NA,NA,NA,0.75,NA,0.75,0.75,NA,NA,NA,925,925,34
"CZ","Czechia",NA,NA,NA,NA,NA,FALSE,"1-9",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,34
